NEIGHBORHOOD,ADDRESS, SALE_PRICE ,SALE_DATE
MIDTOWN EAST,"249 EAST 48TH STREET, 9A","675,000",3/6/2020
GREENWICH VILLAGE-CENTRAL,"9 EAST 13TH STREET, 4H","680,000",3/6/2020
MURRAY HILL,"35 EAST 38TH STREET, 11E","700,000",3/6/2020
GREENWICH VILLAGE-CENTRAL,"77 BLEECKER STREET, 821","705,000",3/6/2020
MIDTOWN EAST,"400 EAST 56TH STREET, 6F","800,000",3/6/2020
ALPHABET CITY,"204 EAST 7TH STREET, 21","810,000",3/6/2020
UPPER EAST SIDE (59-79),"200 EAST 66TH STREET, A0904","835,000",3/6/2020
HARLEM-CENTRAL,"252 WEST 123 STREET, 2","900,000",3/6/2020
UPPER EAST SIDE (96-110),"16 E 98TH STREET, 2E","945,000",3/6/2020
MIDTOWN EAST,"12 BEEKMAN PLACE, 9/10B","985,000",3/6/2020
LOWER EAST SIDE,"413 GRAND STREET, F606","999,000",3/6/2020
SOUTHBRIDGE,"90 GOLD STREET, 21K","999,875",3/6/2020
UPPER WEST SIDE (96-116),"514 W 110TH STREET, 10C","1,298,269",3/6/2020
UPPER WEST SIDE (96-116),"514 CATHEDRAL PARKWAY, LOK23","1,298,269",3/6/2020
CHELSEA,"255 WEST 23RD STREET, 5HW","1,450,000",3/6/2020
UPPER EAST SIDE (59-79),"166 EAST 63RD STREET, 11F","1,500,000",3/6/2020
GREENWICH VILLAGE-CENTRAL,"3 GREAT JONES STREET, 5","1,675,000",3/6/2020
FINANCIAL,"15 BROAD STREET, 3300","1,895,000",3/6/2020
LOWER EAST SIDE,"148 ATTORNEY STREET, PH5","2,050,000",3/6/2020
UPPER WEST SIDE (96-116),"258 RIVERSIDE DRIVE, 8D","2,525,252",3/6/2020
EAST VILLAGE,"62 EAST 1ST STREET, PH6","2,530,000",3/6/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 8B","3,150,000",3/6/2020
MURRAY HILL,"277 FIFTH AVENUE, 27D","3,325,000",3/6/2020
TRIBECA,"250 WEST STREET, 4E","3,375,000",3/6/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 20P","4,365,000",3/6/2020
CHELSEA,340 WEST 23RD STREET,"7,550,000",3/6/2020
INWOOD,"57 PARK TERRACE WEST, 1F","255,000",3/9/2020
INWOOD,"100 PARK TERRACE WEST, 1F","288,990",3/9/2020
WASHINGTON HEIGHTS UPPER,"4523 BROADWAY, 8H","399,000",3/9/2020
EAST VILLAGE,"334 EAST 5 STREET, 1E","429,900",3/9/2020
KIPS BAY,"333 EAST 14TH STREET, 7H","505,000",3/9/2020
MIDTOWN EAST,"223 E 50TH STREET, 6D","505,000",3/9/2020
HARLEM-CENTRAL,"70 WEST 139 STREET, 4F","533,786",3/9/2020
UPPER WEST SIDE (79-96),"127 WEST 79TH STREET, 8J","600,000",3/9/2020
UPPER WEST SIDE (59-79),"302 WEST 79TH STREET, 4C","635,000",3/9/2020
GREENWICH VILLAGE-WEST,"101 WEST 12TH STREET, 14X","640,000",3/9/2020
CHELSEA,"170 WEST 23RD STREET, 4G","652,000",3/9/2020
MIDTOWN CBD,"141 EAST 55TH STREET, 2B","680,000",3/9/2020
TRIBECA,"250 SOUTH END AVENUE, 15E","699,000",3/9/2020
MIDTOWN WEST,"325 WEST 45TH STREET, 316","710,000",3/9/2020
UPPER EAST SIDE (79-96),"222 EAST 80TH STREET, 9E","725,000",3/9/2020
MIDTOWN EAST,"325 EAST 41ST STREET, 101","750,000",3/9/2020
UPPER EAST SIDE (59-79),"530 EAST 76TH STREET, 9K","870,000",3/9/2020
FLATIRON,"33 EAST 22ND STREET, 3H","887,500",3/9/2020
CHELSEA,"305 WEST 18TH STREET, 5B","925,000",3/9/2020
MIDTOWN EAST,"235 EAST 40TH STREET, 38B","940,000",3/9/2020
MIDTOWN EAST,"240 EAST 47TH STREET, 14A","1,019,000",3/9/2020
MIDTOWN EAST,"251 EAST 51ST STREET, 10F","1,025,000",3/9/2020
MIDTOWN EAST,"200 EAST 57TH STREET, 9N","1,050,000",3/9/2020
HARLEM-CENTRAL,"2056 5 AVENUE, 6-B","1,100,000",3/9/2020
MIDTOWN EAST,"250 EAST 54TH ST, 26C","1,250,000",3/9/2020
UPPER WEST SIDE (79-96),"175 WEST 93RD STREET, 15I","1,272,383",3/9/2020
CLINTON,"505 WEST 43RD STREET, 12J","1,337,370",3/9/2020
UPPER EAST SIDE (79-96),"215 EAST 80TH STREET, 6D","1,655,000",3/9/2020
CIVIC CENTER,"108 LEONARD STREET, 11D","1,737,714",3/9/2020
TRIBECA,"70 LITTLE WEST STREET, 32F","1,830,000",3/9/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 3M","1,900,000",3/9/2020
HARLEM-CENTRAL,"2351 ADAM CLAYTON POWELL, 809/P","1,916,933",3/9/2020
UPPER WEST SIDE (96-116),"2628 BROADWAY, 5C","1,950,000",3/9/2020
EAST VILLAGE,"224 EAST 14TH STREET, 1","2,340,000",3/9/2020
UPPER WEST SIDE (79-96),"320 CENTRAL PARK WEST, 3K","2,365,000",3/9/2020
UPPER WEST SIDE (79-96),"175 WEST 93RD STREET, 3H","2,380,000",3/9/2020
MIDTOWN EAST,"50 UNITED NATIONS PLAZA, PH40","16,100,000",3/9/2020
HARLEM-CENTRAL,"211 WEST 147TH STREET, 2A","2,500",3/10/2020
HARLEM-CENTRAL,"211 WEST 147TH STREET, 2B","2,500",3/10/2020
HARLEM-EAST,"327 PLEASANT AVENUE, 3A","250,000",3/10/2020
MANHATTAN VALLEY,"415 CENTRAL PARK WEST, 9BR","270,000",3/10/2020
UPPER EAST SIDE (59-79),"223 EAST 78TH STREET, 4D","297,000",3/10/2020
CLINTON,"467 WEST 46TH STREET, 3N","422,500",3/10/2020
MURRAY HILL,"165 EAST 32ND STREET, 22A","455,000",3/10/2020
GRAMERCY,"160 EAST 26TH STREET, 4D","482,500",3/10/2020
GRAMERCY,"81 IRVING PLACE, 9A","495,000",3/10/2020
MIDTOWN WEST,"393 WEST 49TH STREET, 2W","500,000",3/10/2020
UPPER WEST SIDE (79-96),"107 WEST 82ND STREET, 1C","555,000",3/10/2020
MIDTOWN EAST,"455 EAST 57TH STREET, 7B","599,000",3/10/2020
WASHINGTON HEIGHTS UPPER,"116 PINEHURST AVE, H11","630,000",3/10/2020
FLATIRON,"33 EAST 22ND STREET, 3-G","665,000",3/10/2020
GREENWICH VILLAGE-WEST,"87 BARROW STREET, B5E","700,000",3/10/2020
GREENWICH VILLAGE-CENTRAL,"314-316 MOTT STREET, 1E","700,570",3/10/2020
GREENWICH VILLAGE-CENTRAL,"306 MOTT STREET, 6B","700,570",3/10/2020
GREENWICH VILLAGE-CENTRAL,"314-316 MOTT STREET, 2D","741,780",3/10/2020
MIDTOWN EAST,"300 EAST 59TH STREET, 2604","755,000",3/10/2020
MIDTOWN CBD,"145 EAST 48TH STREET, 20C","760,000",3/10/2020
GREENWICH VILLAGE-CENTRAL,"314-316 MOTT STREET, AA","762,385",3/10/2020
KIPS BAY,"630 FIRST AVENUE, 22H","780,000",3/10/2020
EAST VILLAGE,"52 EAST 4TH ST, 4S","782,800",3/10/2020
GREENWICH VILLAGE-CENTRAL,"314-316 MOTT STREET, 3D","880,864",3/10/2020
HARLEM-EAST,"309 EAST 108 STREET, 2H","917,500",3/10/2020
UPPER EAST SIDE (59-79),"135 EAST 71ST STREET, 8D","925,000",3/10/2020
UPPER WEST SIDE (96-116),"292 RIVERSIDE DRIVE, 5AB","950,000",3/10/2020
MIDTOWN EAST,"245 EAST 54TH STREET, 12HJ","1,031,000",3/10/2020
FLATIRON,"22 WEST 15TH STREET, 9D","1,125,000",3/10/2020
CIVIC CENTER,"30 PARK PLACE, 39K","1,128,000",3/10/2020
UPPER EAST SIDE (59-79),"315 EAST 69TH STREET, 2JK","1,237,500",3/10/2020
UPPER WEST SIDE (59-79),"10 WEST 66TH STREET, 27A","1,422,300",3/10/2020
GREENWICH VILLAGE-CENTRAL,"70 EAST 10TH STREET, 2L","1,500,000",3/10/2020
LOWER EAST SIDE,"50 CLINTON STREET, COMM","1,545,375",3/10/2020
UPPER EAST SIDE (79-96),"535 EAST 86TH STREET, 7F","1,595,000",3/10/2020
FINANCIAL,"15 WILLIAM STREET, 25E","1,675,000",3/10/2020
EAST VILLAGE,"240 EAST 10TH, 11B","1,815,000",3/10/2020
MURRAY HILL,"225 EAST 34TH STREET, 17E","1,825,000",3/10/2020
MIDTOWN EAST,"870 UNITED NATIONS PLAZA, 33B","1,942,500",3/10/2020
WASHINGTON HEIGHTS UPPER,"140 CABRINI BOULEVARD, 46/47","1,950,000",3/10/2020
UPPER EAST SIDE (59-79),"166 EAST 61ST STREET, 8MN","2,125,000",3/10/2020
HARLEM-CENTRAL,211 WEST 147 STREET,"2,264,625",3/10/2020
UPPER WEST SIDE (59-79),"50 RIVERSIDE DRIVE, 8D","2,300,000",3/10/2020
UPPER EAST SIDE (59-79),"524 EAST 72ND STREET, 28AG","2,325,000",3/10/2020
UPPER EAST SIDE (79-96),"70 EAST 96TH STREET, 13B","2,375,000",3/10/2020
HARLEM-CENTRAL,246 WEST 139 STREET,"2,800,000",3/10/2020
GRAMERCY,"121 EAST 22ND STREET, N808","2,864,541",3/10/2020
UPPER WEST SIDE (59-79),"346 W 71ST STREET, 5B","3,125,000",3/10/2020
TRIBECA,"2 RIVER TERRACE, 11T","3,225,000",3/10/2020
CHELSEA,"263 9 AVENUE, 6C","3,230,000",3/10/2020
CHELSEA,"263 9 AVENUE, STG6","3,230,000",3/10/2020
TRIBECA,"101 WARREN STREET, 1450","3,720,000",3/10/2020
UPPER WEST SIDE (79-96),133 WEST 80TH STREET,"4,500,000",3/10/2020
SOHO,"90 GREENE STREET, 5","4,575,000",3/10/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 12A","4,968,501",3/10/2020
UPPER EAST SIDE (59-79),"137 EAST 66TH STREET, PHNE","6,100,000",3/10/2020
UPPER EAST SIDE (59-79),"137 EAST 66TH STREET, 9-10B","6,100,000",3/10/2020
FINANCIAL,44 WALL ST,"200,000,000",3/10/2020
FLATIRON,"66 MADISON AVENUE, 3F","135,000",3/11/2020
UPPER EAST SIDE (59-79),"220 EAST 67TH STREET, 7F","390,000",3/11/2020
INWOOD,"90 PARK TERRACE EAST, 7D","400,000",3/11/2020
INWOOD,"581 ACADEMY STREET, 1A","412,000",3/11/2020
WASHINGTON HEIGHTS LOWER,"70 HAVEN AVENUE, 1A","412,000",3/11/2020
MIDTOWN EAST,"320 EAST 42ND STREET, 409","445,000",3/11/2020
WASHINGTON HEIGHTS LOWER,"720 WEST 173RD STREET, 42","450,000",3/11/2020
INWOOD,"624 WEST 207TH STREET, 54","525,000",3/11/2020
FASHION,"372 FIFTH AVENUE, 11F","585,000",3/11/2020
UPPER EAST SIDE (79-96),"10 EAST END AVENUE, 15G","608,000",3/11/2020
UPPER EAST SIDE (59-79),"517 EAST 77TH STREET, 6F","650,000",3/11/2020
GREENWICH VILLAGE-CENTRAL,"111 FOURTH AVENUE, 6H","653,500",3/11/2020
UPPER EAST SIDE (79-96),"250 EAST 87TH STREET, 8J","660,000",3/11/2020
MIDTOWN EAST,"2 SUTTON PLACE SOUTH, 5H","675,000",3/11/2020
GREENWICH VILLAGE-CENTRAL,"88 BLEECKER STREET, 2G","729,000",3/11/2020
GREENWICH VILLAGE-WEST,"270 W 11TH ST, 5G","735,000",3/11/2020
UPPER EAST SIDE (59-79),"300 EAST 71ST STREET, 7N","755,000",3/11/2020
UPPER EAST SIDE (59-79),"330 EAST 75TH STREET, 11L","765,000",3/11/2020
MANHATTAN VALLEY,"420 CENTRAL PARK WEST, 5J","770,000",3/11/2020
UPPER EAST SIDE (59-79),"176 EAST 71ST STREET, 4C","815,000",3/11/2020
MIDTOWN EAST,"235 EAST 49TH STREET, 9E","860,000",3/11/2020
CLINTON,"500 WEST 43RD STREET, 3J","875,000",3/11/2020
TRIBECA,"200 RECTOR PLACE, 5E","895,000",3/11/2020
UPPER EAST SIDE (79-96),"1326 MADISON AVENUE, 1","900,000",3/11/2020
HARLEM-CENTRAL,"10 LENOX AVENUE, 6A","941,881",3/11/2020
GREENWICH VILLAGE-WEST,"712 WASHINGTON STREET, 2A","970,000",3/11/2020
UPPER EAST SIDE (59-79),"340 EAST 64TH STREET, 8R","970,000",3/11/2020
EAST VILLAGE,"24 2 AVENUE, 3E","1,080,000",3/11/2020
GREENWICH VILLAGE-WEST,"156 BANK STREET, 3A","1,100,000",3/11/2020
UPPER EAST SIDE (59-79),"333 EAST 68TH STREET, 5D","1,150,000",3/11/2020
MIDTOWN WEST,"345 WEST 58TH STREET, 15P","1,195,000",3/11/2020
UPPER EAST SIDE (59-79),"166 EAST 61ST STREET, 17H","1,350,000",3/11/2020
MIDTOWN EAST,"45 SUTTON PLACE SOUTH, 19E","1,400,000",3/11/2020
TRIBECA,"200 CHAMBERS STREET, 7F","1,495,000",3/11/2020
TRIBECA,"200 CHAMBERS STREET, ST11","1,495,000",3/11/2020
UPPER WEST SIDE (59-79),"150 WEST END AVENUE, 7C","1,520,000",3/11/2020
GREENWICH VILLAGE-CENTRAL,"2 FIFTH AVE, 2S","1,550,000",3/11/2020
UPPER WEST SIDE (59-79),"1 WEST 72ND STREET, 103","1,600,000",3/11/2020
UPPER WEST SIDE (96-116),"895 WEST END AVENUE, 5B","2,400,000",3/11/2020
UPPER EAST SIDE (59-79),"201 EAST 66TH, 11KL","2,500,000",3/11/2020
TRIBECA,"50 WALKER STREET, 6B","2,999,900",3/11/2020
SOHO,"330 SPRING STREET, 8A","3,100,000",3/11/2020
TRIBECA,"260 WEST BROADWAY, 9B","4,999,500",3/11/2020
TRIBECA,"260 WEST BROADWAY, 10B","4,999,500",3/11/2020
GREENWICH VILLAGE-CENTRAL,"32 WASHINGTON SQUARE WEST, 14E","5,200,000",3/11/2020
UPPER EAST SIDE (59-79),221 EAST 59TH STREET,"5,425,000",3/11/2020
UPPER EAST SIDE (59-79),219 EAST 59TH STREET,"5,425,000",3/11/2020
UPPER EAST SIDE (59-79),"888 PARK AVENUE, 9B","8,000,000",3/11/2020
GREENWICH VILLAGE-CENTRAL,"688 BROADWAY, 8","8,160,896",3/11/2020
WASHINGTON HEIGHTS UPPER,1312-1322 RIVERSIDE DRIVE,"10,150,000",3/11/2020
UPPER WEST SIDE (79-96),"555 WEST END AVENUE, 6E","10,750,000",3/11/2020
UPPER EAST SIDE (59-79),"520 PARK AVENUE, 27","22,000,000",3/11/2020
HARLEM-EAST,"156 EAST 97TH STREET, 4","125,000",3/12/2020
GREENWICH VILLAGE-CENTRAL,"24 FIFTH AVENUE, 225","385,000",3/12/2020
MURRAY HILL,"210 EAST 36TH STREET, 7D","385,000",3/12/2020
ALPHABET CITY,"327 EAST 3RD STREET, 3E","495,000",3/12/2020
MIDTOWN EAST,"25 TUDOR CITY PLACE, 2005","525,000",3/12/2020
MIDTOWN EAST,"225 EAST 57TH STREET, 8M","529,000",3/12/2020
UPPER WEST SIDE (79-96),"59 WEST 83RD STREET, 1R","572,000",3/12/2020
HARLEM-CENTRAL,"1831 MADISON AVENUE, 9C","585,000",3/12/2020
UPPER EAST SIDE (79-96),"520 EAST 90TH STREET, 3M","600,429",3/12/2020
MANHATTAN VALLEY,"300 CATHEDRAL PARKWAY, 12D","646,500",3/12/2020
GRAMERCY,"211 EAST 18TH ST, 3M","650,000",3/12/2020
MORNINGSIDE HEIGHTS,"100 LASALLE STREET, 11G","650,000",3/12/2020
UPPER EAST SIDE (79-96),"525 EAST 82ND STREET, 11-F","675,000",3/12/2020
UPPER WEST SIDE (59-79),"225 WEST 70TH STREET, B","680,000",3/12/2020
UPPER WEST SIDE (79-96),"321 WEST 90TH STREET, 2B","775,000",3/12/2020
UPPER WEST SIDE (79-96),"35 WEST 90TH STREET, 8J","811,000",3/12/2020
HARLEM-UPPER,"603 WEST 148 STREET, 7C","848,500",3/12/2020
SOUTHBRIDGE,"80 BEEKMAN STREET, 3H","880,000",3/12/2020
UPPER EAST SIDE (79-96),"1441 3 AVENUE, 3B","925,000",3/12/2020
MANHATTAN VALLEY,"444 CENTRAL PARK WEST, 14C","950,000",3/12/2020
MIDTOWN EAST,"60 SUTTON PLACE SOUTH, 5KN","950,000",3/12/2020
SOUTHBRIDGE,"333 PEARL STREET, 24K","960,000",3/12/2020
GREENWICH VILLAGE-CENTRAL,"70 EAST 10TH STREET, 11P","1,025,000",3/12/2020
GRAMERCY,"88 LEXINGTON AVENUE, 1002","1,036,652",3/12/2020
MIDTOWN CBD,"425 PARK AVENUE, 11B","1,175,000",3/12/2020
MURRAY HILL,"201 EAST 36TH STREET, 19D","1,300,000",3/12/2020
UPPER EAST SIDE (59-79),"136 EAST 64TH STREET, 7C","1,337,500",3/12/2020
GREENWICH VILLAGE-WEST,"92 HORATIO STREET, 1L/2P","1,400,000",3/12/2020
EAST VILLAGE,"211 EAST 13TH STREET, 6G","1,430,000",3/12/2020
UPPER WEST SIDE (79-96),"169 WEST 95TH STREET, 14B","1,430,000",3/12/2020
UPPER WEST SIDE (96-116),"310 RIVERSIDE DRIVE, 1906","1,490,000",3/12/2020
MIDTOWN WEST,"15 WEST 53RD STREET, 18F","1,550,000",3/12/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 15C","1,739,231",3/12/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 6H","1,769,479",3/12/2020
UPPER WEST SIDE (96-116),"285 RIVERSIDE DRIVE, 10C","1,925,000",3/12/2020
UPPER EAST SIDE (79-96),"175 EAST 79TH STREET, 5B","1,947,500",3/12/2020
UPPER EAST SIDE (59-79),"1 EAST 66TH STREET, 13 E","1,995,000",3/12/2020
UPPER WEST SIDE (79-96),"46 WEST 83RD STREET, 2BF","2,082,000",3/12/2020
UPPER EAST SIDE (59-79),"130 EAST 63RD STREET, PHB","2,262,250",3/12/2020
UPPER EAST SIDE (79-96),"1185 PARK AVENUE, 4I","2,312,000",3/12/2020
GREENWICH VILLAGE-CENTRAL,"644 BROADWAY, 7E","2,350,000",3/12/2020
UPPER WEST SIDE (79-96),"118 RIVERSIDE DRIVE, 7A","2,525,000",3/12/2020
MIDTOWN WEST,"333 WEST 56TH STREET, 10H","2,675,000",3/12/2020
UPPER EAST SIDE (79-96),"60 EAST END AVENUE, 26C","2,750,000",3/12/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 6B","3,158,594",3/12/2020
MURRAY HILL,"404 PARK AVENUE SOUTH, 14D","3,450,000",3/12/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 20D","3,588,163",3/12/2020
GRAMERCY,"88 LEXINGTON AVENUE, 1806","3,840,000",3/12/2020
UPPER WEST SIDE (59-79),"25 CENTRAL PARK WEST, 25J","4,500,000",3/12/2020
FASHION,41 WEST 35TH STREET,"5,500,000",3/12/2020
SOHO,"70 CHARLTON STREET, 14C","5,607,918",3/12/2020
